State,R&D Spend,Marketing Spend,Administration Spend,IT Spend,Logistics Spend,HR Spend,Sales Spend,Product Development Spend,Customer Support Spend,Legal Spend,Energy Spend,Research Spend,Profit
California,362332.4935,59420.49467,146776.0685,47352.05776,96759.84785,72713.13825,337809.0281,33712.58333,59599.52604,36059.79178,16651.84667,70342.90903,196850.7065
California,155589.6407,111859.4553,114604.1949,7958.184445,71797.37696,7905.927822,148061.7331,4903.185039,73891.70998,6371.781526,58537.13446,8902.502014,122716.7608
Texas,287538.2737,103680.8302,189682.6801,89076.12871,95756.34842,74982.97317,265885.5399,51019.91131,57562.61332,37731.66186,66434.43454,21361.46484,187473.9188
Florida,243264.6971,12728.02902,101770.4568,,43283.39949,66217.25248,190972.4856,107516.9035,7608.27523,7658.421356,21072.68692,60392.11662,127217.5645
Florida,335198.871,12136.57035,79200.95342,146122.4612,48034.93373,63513.54643,83577.26302,117935.637,12528.10688,4264.771922,40290.30934,8503.944953,179061.2206
Texas,469046.5723,250350.6279,36791.8907,82541.40205,89897.5664,16871.99584,242666.2104,76808.65887,60050.98318,48827.90462,94763.25661,26340.38871,278162.8265
Nevada,368960.3276,85555.88894,158310.1022,42735.39879,52979.88468,64604.41749,28969.81224,20234.88556,28222.94001,47892.59667,26168.50742,31585.27613,197202.3531
California,115320.7855,157833.236,148216.5668,106996.952,71020.61228,68160.48604,168270.2716,108796.0774,8884.867774,3961.390702,67499.34881,50184.90993,126690.6785
New York,25279.73618,93124.04421,79949.23251,42180.81638,25965.11487,23842.87642,220912.9012,62433.49096,43530.6716,22719.41863,74534.64058,13492.47901,53893.06216
California,138509.3817,282500.3773,9912.715722,135828.0071,45225.9204,76228.54619,177238.5548,19296.16814,55877.93721,10126.00198,45916.61255,68987.75474,150983.1192
California,301588.186,81492.54387,168604.4789,57458.85164,13221.53672,4938.951566,300725.5092,110685.4737,33545.85285,24781.89996,93877.5467,36355.8366,168670.874
Nevada,35198.64861,131748.7598,7226.506774,83380.54729,21392.02355,12842.83101,332030.357,91138.81704,72322.93652,41678.68491,74192.36005,73444.71524,61100.33915
California,253219.4611,262455.4239,142221.457,9484.819366,1093.398111,43468.90991,309641.0142,88072.92745,64733.2902,47579.97696,46876.60883,37961.72318,183371.0962
Texas,302452.996,253370.4022,194200.1364,65065.94322,4887.240113,46487.60522,20331.11439,85392.50375,33949.01775,32078.38002,57794.84977,22728.18046,201549.5408
Texas,173779.5065,59899.91826,90343.95899,125189.8039,97751.09849,51966.85658,81680.86433,24840.43871,75732.38036,18341.37769,69876.11746,12204.47747,107581.5151
Florida,387746.9798,241779.7764,50819.81397,121236.0232,24993.01582,2340.561216,216959.9662,26109.79631,65220.80921,30562.95272,60034.63768,1295.862482,238759.0549
New York,62233.14404,140165.1316,142449.847,35199.14671,66667.76024,76868.9752,374254.706,82906.86681,64107.09249,16288.064,88112.36321,43040.44131,95628.78404
California,46817.51305,147475.8173,164339.9877,35459.70251,84070.87018,4522.459326,334807.9261,27147.00726,55789.34238,45581.3584,36975.0889,9465.379057,85919.39057
California,366812.4905,44376.59186,111553.9116,122961.1862,55515.38546,12301.89427,337801.1308,53201.93192,2127.577141,43649.62269,31388.80253,31946.49333,169769.6314
Nevada,252790.7449,28777.44656,193571.8787,139698.9662,16161.30551,2107.146885,124767.2365,94058.21725,69954.21116,28353.35576,22956.21117,47552.46914,164319.5589
Texas,347317.1742,219742.0956,15075.40072,16113.41635,73083.5273,45781.81623,174631.9193,94290.34965,38228.13732,16915.14685,5702.73087,22779.18586,219088.4048
New York,223065.3959,151456.0399,103435.1417,68608.67864,60424.8896,74649.08383,190928.8492,54938.15093,94318.36131,15376.0941,6215.368509,14842.7191,160237.7313
Florida,130736.9963,133870.9573,145098.5197,51943.23329,73393.80835,53609.82612,67161.77542,95270.60265,81980.49234,2637.481741,87265.40892,62203.00819,135409.1165
Texas,411360.1357,220204.9275,173214.8919,130861.8914,77204.91566,65989.94001,17271.91145,100795.9937,59181.75248,40975.2217,68482.52835,75796.50261,250874.9854
Florida,401713.7807,230826.3052,39954.84432,14361.68737,97565.6264,2049.215073,379026.6453,78918.3144,25966.0162,23068.77744,66732.17671,8934.793011,258045.6676
Nevada,350401.2707,51877.90946,161000.6789,33246.6395,57782.76472,43819.20858,100081.4713,28182.67642,21168.02193,16931.51349,62234.99626,13291.63563,170807.8359
Nevada,143351.1172,185016.4191,112777.8798,113365.314,34822.47016,37305.47522,99779.81697,33607.40187,34698.09893,24084.40739,85223.47618,76840.99992,136332.7523
California,299213.0268,44929.45427,82327.96799,9591.489649,65197.99113,40418.46759,37934.72624,38466.09749,48180.22641,41118.16153,49066.15872,3984.953523,134795.1118
New York,186877.2095,226655.6504,30684.43057,74895.23635,7775.630215,6704.841641,371760.562,14899.68882,30310.48549,7106.096178,87300.2612,78232.95459,152472.3338
Florida,54875.21593,198801.7711,173732.673,67431.84113,89842.33451,55070.39352,233996.1604,33505.99482,51978.02004,43025.14342,37225.61257,1366.914164,112458.8741
Texas,459483.652,287201.3132,35668.2756,51491.37449,12818.72012,40754.41277,268479.5586,25932.78769,17371.67213,44977.93292,92817.33543,70019.8238,272766.5337
Nevada,77041.12915,25342.61483,65408.63255,60396.70267,33456.44095,61446.75914,365072.8705,55184.12123,97793.56847,47388.68784,70468.38405,25278.6893,71202.07128
California,475616.3034,21831.14274,61558.87873,80431.20687,81758.79268,39337.96009,141519.9667,109104.0682,11684.53094,20476.91163,27203.35933,75148.5198,222519.1524
California,228542.8287,88245.18703,174925.7367,25882.36904,60133.92545,12801.14926,250495.3879,13433.15769,93262.46983,11639.8798,57280.32233,26038.6778,138886.6067
Florida,100715.1351,82203.1767,136177.0839,86655.38999,39969.91651,52212.29937,20325.78462,86711.88295,91444.22313,19308.4001,54236.99503,52690.1994,85334.37877
Nevada,275531.4642,77858.74573,160352.8725,121203.9847,47870.13028,14618.52261,78775.14865,82786.67753,53010.6877,17312.69272,15514.08453,7322.573012,172936.9947
New York,437743.4596,272345.1013,53841.24026,114503.8176,85600.19193,69919.17051,333342.093,12394.74964,72766.11691,9631.541713,59941.80476,20144.0551,268397.9014
Nevada,368790.1943,78616.12896,126850.4494,24777.18589,34660.43422,49436.18289,307873.5008,110786.1162,44168.7815,30756.06683,32848.99112,62120.66837,204775.1478
Florida,405214.9625,85225.16921,116490.4667,24088.92152,87095.3188,13419.1068,143503.8631,68648.19206,63373.42318,24354.58386,7130.179147,42766.18244,220053.958
Florida,332803.8497,229022.4874,167401.9235,41689.80643,9725.308667,77024.70654,153840.198,44283.33702,34717.0178,43419.34862,94968.30346,74309.55588,203832.8157
Nevada,349215.5166,137673.2535,181686.9768,55439.0595,77903.04528,41950.8716,215754.0013,91028.09144,30814.74296,2573.369444,64866.05617,34871.36126,221766.9631
Florida,426105.8693,234129.6143,7370.570438,62451.42605,84907.21567,6758.977698,5095.196851,31626.48955,58244.74883,32549.52845,87938.05532,69715.1769,264228.2169
Nevada,132337.3243,24283.01648,136433.8842,102595.1881,18999.94763,50519.79945,100291.5127,83527.67061,50314.83774,38384.49505,68253.48849,36467.47956,93504.80674
Texas,249818.2322,148833.5021,15107.98083,10388.70396,43604.3067,21002.71365,87251.5644,5725.633701,58374.10055,38214.84189,36984.40183,78360.61402,152465.359
Nevada,118392.6265,14916.01205,112027.4397,7131.560225,17384.47769,64491.7827,103940.764,100889.5565,29379.39755,44417.62439,52243.43109,76826.91613,82301.26431
Nevada,493957.3239,23482.69502,61088.38216,60002.76332,70953.80877,65607.94381,323332.8078,54332.3308,37328.82535,36722.6534,68223.18251,27001.79974,227569.8909
Florida,472589.0764,272399.0487,64821.43691,105180.2264,53999.42904,78336.84111,115471.1733,76766.45681,9305.898102,46462.69302,96104.72787,70987.96996,287081.8035
Florida,29319.13757,46077.38448,73826.90817,30628.43076,63897.01132,40647.69295,80650.92221,27327.30056,6175.360855,17300.17339,26859.60699,67961.29856,28307.34995
California,355731.8345,162064.1013,126152.0276,96942.66323,20452.20973,36941.5935,204184.067,81571.77181,26092.25584,25657.26142,87747.75175,17643.75139,215921.9638
California,463371.6755,126273.2028,70139.74331,40454.56442,21962.84034,60524.57283,346929.7894,92896.59283,8350.439074,1689.903501,92559.62492,50318.94166,246197.1176
Texas,98481.91911,107466.2812,147876.3149,133140.7441,5108.235225,11465.18185,100333.133,57312.36924,11273.69615,1340.921778,67700.72044,6741.902932,104145.5238
California,288293.163,270450.837,83882.84019,134562.1118,32884.68598,44206.32559,36021.8159,74509.50396,81479.91213,12766.2044,93264.12949,67100.14693,223155.8713
Nevada,458589.2658,11437.90205,18328.87406,45998.50623,56414.72147,44153.56041,145779.8707,55302.78493,4848.496005,5939.55266,40992.10157,14789.1248,193812.5868
Florida,26633.52951,200817.9574,157833.1693,36039.07559,85935.55649,8068.376702,300322.4707,107396.8729,66235.3366,13750.35703,95395.58525,6594.361409,89432.03048
California,351735.931,289201.3581,60722.8733,62872.98787,67025.8173,34020.74276,222522.7652,60246.43248,27983.21713,9675.121432,70872.72196,32617.30855,255748.1523
California,155701.0136,170249.6141,89389.54152,37598.67461,44104.23602,68409.49909,327633.381,101175.2364,87283.02239,2397.481217,6116.565207,46576.84895,130295.7551
Texas,462954.1357,281362.6263,138661.5572,101512.8088,95358.89133,68636.13614,384038.8983,96360.89493,49014.23617,45555.90317,90873.53752,68538.43973,300514.931
Texas,485818.5401,20416.07439,69828.95064,124257.5733,72205.27486,8839.775529,318101.6783,49850.07374,31252.06947,1402.933438,49478.33529,77965.15952,231005.4637
Nevada,472690.5797,128544.0291,16034.20295,101617.6354,93086.35508,8166.949737,243502.2161,28380.05453,52246.25463,37068.02507,47112.04451,35719.90849,236819.0487
Florida,242364.9662,81746.54833,77914.60417,124003.8662,53231.20935,21752.94268,199869.9273,49323.77377,38813.84389,8455.246459,57513.72739,5775.306916,163213.3667
Texas,432400.899,220592.1847,189167.4736,60754.84001,26631.5232,70106.51894,20827.28911,99319.86772,56865.8054,45699.25148,16639.68558,60180.13074,255455.1866
California,423829.2053,294482.6417,130138.2075,25134.91166,6229.84195,11183.30422,393807.1816,28088.27176,12338.75396,44747.00104,47978.27276,45648.68724,257998.8267
Florida,166359.2319,80676.36842,135938.434,111216.7402,72882.4003,57879.74741,156475.0434,63407.92516,99702.05978,33041.15617,83450.46724,36383.41624,119224.8423
Florida,416168.5823,197981.5074,128295.02,55350.22676,13008.9968,8992.083949,65130.1445,96925.51301,43130.03189,33939.47334,3517.280995,25432.24142,219531.7902
California,28133.74101,63438.80166,43803.4671,101348.0821,30974.7377,50227.89045,268349.9979,43063.81954,35474.83333,1261.617957,28745.88171,40689.4837,45461.04521
Texas,302172.2405,171772.4251,86575.1035,42055.30341,53714.61988,29129.31663,117293.8742,77422.9468,71310.77498,49258.70674,2240.549471,27755.68875,175953.3613
California,122704.3303,141860.0836,151433.2607,14021.98595,56877.24219,63324.20307,236382.417,30230.15731,37026.04124,44013.79758,42739.7083,60803.93755,119188.2385
Florida,69077.77403,291741.5722,24767.71502,148902.1057,60457.7365,19461.54546,236773.3236,14004.254,83494.1562,44860.20506,73374.92003,43967.60202,122278.5959
New York,47707.0688,184515.5454,59181.29134,25117.82317,17459.2777,51496.94452,181063.2793,95531.72279,45972.80171,33302.98232,80279.63925,70270.97416,92767.70092
New York,351181.5002,108104.3798,58882.22615,148286.3071,38594.00308,19618.92023,335266.8531,12777.26619,72236.28291,17894.5595,94628.59659,43939.96926,213966.5325
Nevada,176538.7322,38658.25654,89243.69088,146637.43,62102.22848,57379.16237,109661.9893,33294.38601,11637.86843,44788.78381,61633.45207,19822.73065,120744.3646
California,365135.718,49617.81448,196171.9045,119485.0794,97012.0676,70020.56473,182209.8737,102758.0212,84765.79937,15284.32948,26953.43293,68236.2587,202473.5328
California,42024.60699,71468.49434,18162.9966,99594.59839,73035.48263,11017.34213,217388.3908,42229.84516,73836.08069,28572.86562,92566.49902,45020.30455,59438.48746
Nevada,164492.2655,79035.1651,106146.6939,87515.44344,92337.77195,69461.0594,267131.7647,116792.3966,21959.96107,5886.817645,77980.94388,17340.44201,105282.9471
Nevada,274350.7333,255931.7371,39976.11299,130183.0287,76458.99377,47892.4451,314668.8809,117588.3858,15383.31496,46175.82588,58293.99133,50257.11699,205007.3189
Nevada,397454.3508,170560.7225,194281.9264,44837.0492,59579.97992,11041.72878,160948.8767,32924.84643,32312.94252,7897.752431,70172.74114,29259.62443,225513.5897
Florida,166188.7264,159400.3189,27094.18342,71216.81945,20010.31354,34775.80657,260188.5429,5876.408448,97630.98802,12019.94348,92583.00279,67708.04337,133164.4431
California,316686.7745,38856.8172,83702.19546,93669.71547,67001.87954,13707.96319,64491.32646,84902.53082,26426.32588,28348.57375,71814.61479,36810.67935,188236.841
Florida,444129.0966,258741.2095,148887.572,62856.19043,62714.57703,56327.48322,373395.9997,54667.39382,46156.59369,38440.55701,38100.70174,58388.86729,283707.2221
Nevada,311772.9622,218230.2194,142388.1135,65267.99521,60644.44788,60950.58262,156308.2285,12989.58843,3972.002346,31348.21399,71876.76382,8547.360403,189525.0887
California,124150.1426,24962.16676,87432.08419,50882.13079,49488.80093,9357.925102,293160.9617,85195.21546,40325.52543,12374.56173,5947.259948,32285.92336,77351.35236
Florida,21956.38296,213811.3537,72572.21275,85506.30887,53337.00379,40985.04836,13034.72734,4709.814184,57560.68153,1046.209084,39868.72506,78676.07348,85290.96238
Florida,436348.4482,165343.7741,82534.41382,127885.0301,34109.81018,65355.37943,86048.92145,104553.4062,95359.33664,38100.37844,41819.65712,64868.36287,247670.5173
Nevada,20422.01132,29108.977,56533.87132,31826.19994,52411.95657,74956.88028,197397.605,17499.65096,52156.86845,49275.15897,18350.14697,13635.32339,27475.34898
California,438603.8196,140198.6893,45039.92305,140296.0897,20558.03466,41567.91147,351909.7248,16150.11357,82091.62529,40685.74289,4262.377094,22943.35991,242613.6858
Nevada,269179.1957,147985.4047,99192.74102,103984.9728,80712.26534,76072.05867,213265.7842,21905.00346,55165.63661,23550.12429,15071.36119,27055.4489,164790.4089
California,470143.1723,53903.48935,57364.08243,123844.4355,19391.91852,43319.42867,372298.8405,115271.6967,5037.71633,45284.59581,66152.90659,52378.87928,223914.0363
New York,401403.7855,283980.9534,61055.02465,84316.22251,9411.662699,32141.04907,196099.7742,83487.15387,32185.81924,21082.53598,80624.304,60802.586,261525.3593
Texas,498987.7142,255742.7346,133067.4324,117368.4718,44188.35661,68008.04716,198727.3932,96363.21272,57979.40128,26721.77013,98843.94229,60212.6021,291006.7759
Texas,181848.7896,202361.5895,193864.7797,4397.658806,66172.43651,39945.63413,52299.98146,48318.5633,95108.80263,24379.3586,35943.6233,41280.05045,157024.7532
Texas,385922.2616,141377.1905,122709.2541,123120.3029,44333.96567,38280.29833,322049.2164,41021.21457,86053.90562,22933.56976,60739.16378,65054.82249,213575.8507
Nevada,206946.1477,126470.8348,20010.99608,7940.551145,28398.65906,39734.68666,102551.3379,28903.59681,23607.2058,38984.3477,93840.20675,35529.16854,142000.2629
New York,245139.0539,197037.1728,19738.8047,133707.1797,56258.94721,67896.01515,360346.9333,58197.11537,22790.87317,26811.67646,18370.09457,10786.56466,168925.1149
California,317477.677,165902.4015,190527.5281,148810.4866,35353.23121,66723.38179,364775.567,66667.61929,20916.12374,16519.13898,72329.26746,45590.90549,214115.588
Florida,438101.786,23370.56624,62971.70411,45521.9844,93353.90132,32878.0794,377607.4942,76181.20639,92327.39073,13649.75022,75987.91585,76231.80938,212550.6375
California,492200.8999,156188.2814,22953.06229,33127.14633,92341.86882,27330.68893,210491.0432,31597.10198,85413.94916,2849.618531,10719.60252,63646.49846,247787.0253
Florida,386453.9728,242889.0671,121813.6945,115273.7779,50734.81018,39862.3139,272452.045,113889.8356,77713.45979,29576.56293,86402.43975,46717.35117,254310.2084
California,214705.7233,140475.7639,126611.5118,39447.89846,33460.51541,46249.02827,312513.7726,21201.26129,39880.77631,12268.10935,81684.29462,52097.64717,154954.8441
New York,216464.9311,20327.19038,131458.4399,130103.2327,73976.10898,19828.63964,56750.77437,115912.7278,50933.68973,8258.562179,5273.494645,74514.40014,136566.8058
Florida,371415.3278,236952.0688,57143.39543,17220.70364,4634.581405,63722.45169,242378.092,2767.878578,46968.84273,33037.66823,10926.27266,34839.08076,231459.5733
Nevada,127000.8014,64402.31573,7946.583422,20641.36906,48002.1316,39432.13849,18547.67101,58253.95733,26086.41265,34379.25363,6814.435601,27180.13698,74105.2958
California,64132.31543,81293.14629,193177.997,146914.4302,34296.01603,27389.59833,201538.6029,40670.77274,50997.77657,37855.58972,34804.86612,78202.08364,87918.41715
California,183764.8572,53588.37426,53924.14391,101728.1569,92133.05263,9438.858444,66162.85924,54445.68626,4019.158237,25675.26792,51910.32109,69212.00755,134769.509
Florida,150747.1059,102413.4441,136825.1262,127339.3092,2188.2997,19868.76767,77254.55576,68909.0849,14049.22698,44808.67565,54170.07734,26520.44318,126841.7727
Nevada,155190.979,228241.6942,142792.8246,50000.74785,55728.6727,75993.21257,149193.7888,52835.1098,88772.37002,46880.79492,28231.34246,37638.66719,140319.9756
Nevada,124467.798,158218.8286,123951.4463,102119.5949,74325.69453,25102.87526,175812.6809,50366.77519,75416.29694,40561.17605,91336.49488,33791.17219,124352.8236
New York,30625.66292,65439.97587,66016.94187,89947.79044,49016.78076,14339.88386,251153.1077,88194.08643,42863.9725,32144.08062,38089.75341,12778.55862,51782.04407
Nevada,18758.22802,263959.8731,57863.76948,91266.21778,9454.899986,37393.15054,34399.22528,82619.27674,52197.88587,15882.32673,6463.915285,76667.72658,92499.94396
Nevada,493983.971,264476.6472,121545.3151,103014.804,97273.67761,25259.93173,203958.2457,100159.2826,37629.88971,49164.30116,31422.25693,32940.68207,287089.2142
Nevada,219608.8355,261820.6354,173888.6486,87153.15762,52283.03271,3777.580771,77136.92645,30745.11877,74337.20685,14432.67219,54048.72341,70150.99753,182298.4573
Texas,198320.0571,75444.88236,189613.0771,65501.23066,61804.43819,26528.47217,231720.1941,73533.89266,78634.53074,10930.18918,42005.73861,15959.14199,153282.6858
New York,343027.1685,138115.6065,25651.63186,42836.55877,24424.36849,43984.58129,256774.8218,70638.17946,76565.23383,22665.55158,28836.56687,44281.79404,195191.8585
California,116944.4051,295571.9486,35191.57946,115750.037,48866.31043,44585.27739,224900.1563,44998.79949,72538.56076,3785.187965,14869.67848,2892.949425,120973.0134
Florida,475480.9801,232743.6805,189223.5705,35488.31964,43485.7997,29168.15477,296626.7266,58840.84749,21245.92953,48946.22877,82278.12101,61373.41822,295313.8592
California,395309.0571,13014.38926,148624.3695,104468.4373,8414.688358,36336.91774,137565.6515,38340.07505,34459.02794,29833.24426,99622.23373,46892.19796,204719.8196
New York,53811.39113,24235.35442,177183.7958,36533.25775,11509.875,77275.91554,307217.1037,17879.48332,47514.69806,28290.65249,34295.12909,50421.57709,56363.1709
Florida,214614.5801,141859.7562,44513.36366,94548.86515,83909.77944,30810.5297,175942.9973,26442.34407,33748.50615,33134.01772,39398.86233,5085.949722,152670.8145
New York,440767.9707,273219.9607,119579.2449,112567.5835,24742.17527,21399.91825,196252.8768,13556.12392,75739.07982,25354.15874,62567.67742,17672.02809,267121.485
Nevada,472918.6909,163917.0304,141722.2209,34369.65556,20300.86888,20233.89648,261000.3403,82285.27945,33605.9989,2571.112338,72407.26452,6872.138916,252695.7023
Florida,239026.7405,151854.6899,137621.8177,10871.60853,50986.23367,37163.4044,12251.56168,79626.55978,14684.97659,31003.25315,40418.89441,23824.23095,170010.2647
Nevada,310571.5807,36114.74149,84589.57972,21384.11396,77105.966,61002.09175,263327.7175,114122.1582,40505.00475,36092.51997,90683.09266,50567.68161,156550.2282
California,91846.63359,198750.1309,8002.00388,91687.55116,7132.705339,17273.06655,249341.1339,87831.73122,98011.52885,21420.70397,56880.39094,45728.69276,87536.52277
California,495672.6268,247520.4324,118670.5811,127718.0681,58103.98404,57034.39404,127389.6111,7193.454812,23362.25988,38107.48303,46138.22749,49359.83591,293032.5619
Florida,123519.1337,117223.9022,54354.80014,8659.529543,12801.83384,2670.836045,38888.74254,106225.1757,61603.70724,12123.06367,65373.92981,44390.85044,89686.58871
Florida,471938.5693,233805.496,92799.578,110654.3863,4609.644032,34095.70526,40919.50272,103658.3444,43864.33193,11842.55296,95374.77713,22569.27486,285437.3035
New York,328326.858,289520.6129,191728.2979,52515.1596,6221.651264,62293.34015,369673.3801,53755.11817,8031.432197,8909.432397,79866.12485,20316.09229,240098.29
New York,307791.0295,65111.10544,82811.88694,72822.19875,83582.24671,27759.90351,277265.3319,70717.70301,49299.78399,19227.74323,5921.286792,11827.715,163576.109
Nevada,261217.3704,159382.2412,168761.3133,139471.2134,12679.27588,45535.23101,55205.53244,117153.3216,70514.26854,42503.58973,34566.37125,68076.59912,193210.1287
Florida,123028.2077,89705.69763,41765.41812,51131.7827,5469.985077,17193.35939,145905.6519,64344.2193,51808.77761,41567.69105,48113.37913,49701.86932,89041.54454
California,96498.73568,238892.0536,136129.7971,70869.86622,44352.08883,59617.6359,239030.7826,108733.2976,87338.50031,19758.38619,32822.72208,15734.36999,124040.2021
New York,118038.2424,175390.0429,195516.3561,4024.997385,84555.35372,5130.049158,335050.8235,10881.61218,29604.76465,29866.81806,70618.38096,14999.54101,135318.1316
New York,101354.7485,192201.8132,24869.15467,14076.61056,26978.42927,68350.86895,22246.06684,23735.17238,9538.667959,36319.99951,82974.37669,69969.81252,100730.6477
California,391996.392,240384.6771,6622.388734,40271.55549,42749.54914,16657.51453,98470.08693,53449.83827,93719.99555,12819.13196,73671.81933,59675.73824,229687.8484
New York,181561.377,121811.2894,89548.64456,6122.131642,4952.330724,70077.4445,356450.8512,70586.06019,38441.4386,9238.913209,98954.66211,53092.52731,127311.4882
Nevada,38342.91152,274951.5702,23061.9692,95443.54826,45458.7729,28849.81006,8620.392323,98131.11437,58064.14959,48632.70367,28709.66949,33142.2645,92177.87614
Florida,484860.2888,162243.5158,150934.9482,65106.95681,58183.69498,58092.00238,84552.6456,118603.1917,79408.30949,31260.30835,87748.97051,21696.06958,261748.8454
California,443055.0836,51596.67274,183336.9895,83125.49,57519.79832,26218.79853,383814.5495,47273.32808,33107.05272,49089.37037,77129.02119,78376.61029,231464.6076
Florida,464598.6188,210290.2399,89634.08968,27847.78351,33910.24253,72567.02203,247293.7294,6642.460701,71900.28928,17550.04337,37493.51824,63981.92643,259074.0622
New York,497504.8331,239012.0984,55448.77022,45797.94036,32237.78489,11004.33292,108360.1898,96339.40889,14406.46613,35448.5533,73944.20528,24840.55863,289126.3218
New York,95208.67212,98444.69473,89708.64721,100246.0223,11555.73827,15103.06335,31461.48229,72921.30557,29838.08097,11907.57819,12199.44373,67957.61891,88201.7298
California,204158.5893,257867.8808,146072.3245,144864.8031,37313.03374,39949.37989,16135.57948,24626.60021,15326.35298,13798.80839,79354.68127,60955.62394,189346.8892
Nevada,381536.8531,272312.2602,6765.561508,9461.682493,10849.97222,7473.136684,101674.3065,59884.58634,81311.82528,26083.20394,54168.39905,24469.36344,228267.6827
Texas,351050.1028,86686.82378,119943.5279,133776.8795,76892.99853,16482.43459,353186.8987,89334.91922,23042.27429,16661.28815,30644.43693,34697.67549,212266.6887
California,85408.99411,295138.8345,124591.8786,87378.41779,96661.15548,75557.54419,169285.8934,92679.00266,72022.95199,9213.456628,66266.17557,15690.32219,147091.6245
Texas,409758.2312,46509.90077,129349.2081,85460.09588,97037.37121,78142.68323,289531.6808,60454.59103,94386.54133,13881.1544,64878.75987,9773.143106,213170.9734
Texas,119975.8802,64594.62218,52194.3056,76041.22321,86642.03884,30724.48702,367722.589,37320.52909,53249.4487,2751.671329,22529.64983,58098.20059,91550.71823
Nevada,119670.6313,59346.32758,144240.2811,12270.32471,60478.42278,73939.59566,166175.9823,116875.3673,54462.89003,35516.75745,4978.946652,22133.43673,80885.56502
Texas,273117.4672,268726.9645,22821.33983,15301.77406,70385.70403,44041.14938,80554.56156,79940.1507,46642.32324,25113.7162,44495.01352,65784.68989,195180.9679
Texas,300540.5681,198016.3029,43857.71561,90934.97684,29235.37447,22309.6548,209261.5827,49580.2648,33263.1242,5617.910254,57812.1632,79653.08821,191868.883
Nevada,294242.2418,49870.76355,176106.6591,52461.86857,63446.2716,56489.49897,363693.0564,34375.12368,48089.84806,9413.005663,87907.31728,7052.9653,162354.5143
Texas,54828.55032,134895.4084,149051.0144,137755.6739,46109.30539,53053.24272,322727.8936,88001.25498,60677.94569,6024.192368,92965.24597,38369.77488,109492.5759
Texas,439955.8227,186512.9174,7680.383032,62175.39953,48719.71664,79140.90021,31002.78813,29819.83003,98613.16564,31017.04761,53822.91138,64362.94219,225598.8023
Texas,140144.0209,29621.90507,53433.37077,23205.65589,76019.87948,21938.73571,278566.256,21433.48869,93838.69137,5616.307817,75872.74141,63327.12083,79747.72788
California,73462.31143,265312.8287,46809.26418,107778.3874,28909.9172,54092.70071,230899.5214,64050.23279,86353.14287,37959.83432,45051.72069,61039.77551,132720.4011
California,445486.5591,242063.043,57807.23397,45416.30637,32485.92156,5109.876647,363447.9547,35508.49972,89023.92303,2005.035047,75116.05134,28570.59989,263891.8454
California,478269.2341,154035.9982,53274.1552,79769.60549,92539.53732,9978.037057,53380.15966,75839.71225,47317.06915,13219.41361,22070.54944,36854.4072,251347.8098
Nevada,432442.5325,290302.3515,17192.62767,105279.2523,6566.20519,1309.551621,215944.2647,15034.70231,66086.98839,44642.66712,38364.34401,48002.50023,267267.9654
New York,406662.8766,128239.4889,94493.40074,135239.0885,49077.79554,79957.3938,352387.7639,78937.99144,89611.60557,36208.03459,64154.34388,77941.3061,235650.6931
Texas,331068.5705,295312.5441,147883.0276,119244.2968,91367.27924,64379.62207,166959.3958,34712.28683,39902.12573,4575.448313,3779.480629,26876.2344,229086.1904
Texas,279920.1116,202036.3996,123312.6863,102101.438,61425.93777,63151.11816,195387.9925,1028.909198,96214.48536,41235.17912,72801.20841,73928.36713,193261.899
Nevada,52623.51236,192228.0256,136209.9754,102585.711,55094.30035,41268.35995,32831.96768,16105.39086,42162.82014,25158.72096,83882.47912,22279.19654,115857.5417
Texas,210142.0744,53956.69411,20824.08981,141996.8473,25724.67374,24705.29955,114866.738,112100.23,60507.18387,42492.36833,41115.88279,79136.88277,116034.1109
California,192617.3733,265168.6887,190540.6885,45781.96643,34984.27342,12949.87847,,104215.2021,71270.66661,30436.24895,45898.35688,53950.83126,172689.5545
New York,137279.354,131109.4579,168505.9076,2164.589941,85352.79316,23489.30437,378323.3673,28799.47481,95108.60929,34409.81857,85425.6568,37617.40695,114980.3388
Florida,364475.8557,52858.85471,161992.6121,42249.27479,56362.59505,30701.72653,116653.6074,93626.25664,25217.01113,49681.57646,78014.15426,49457.84382,188527.5771
Texas,252979.1102,8719.218393,165481.842,34247.92418,51959.47718,60748.49766,187043.1504,73420.01959,74866.96685,12384.44175,30238.64993,22529.96235,128543.0894
California,49712.64579,170127.9267,186878.5491,99951.5186,10858.39164,43633.28132,270165.2473,116537.6607,52560.74303,31573.33316,33749.65844,22659.73474,106958.8727
Florida,117889.769,160582.8885,111129.5234,95789.31677,2586.787489,7121.206498,69062.4321,45459.07348,27587.15692,23555.74811,68530.06677,9970.808964,113896.4913
New York,344796.7942,217209.3186,44054.99348,89832.28464,96404.83368,2424.291708,197144.7429,82093.81289,77884.07714,2933.145693,57193.41306,10009.97352,225303.1989
Florida,47304.12115,267626.1256,125272.8035,4404.029595,38321.63056,9084.242183,296722.9206,8560.750968,55670.00574,1709.061434,17898.49797,28466.06758,97618.17007
California,427091.3879,28424.94247,149861.8913,109859.1521,60718.09315,33429.39838,347407.8091,48153.43427,66436.40824,6842.200313,32373.1311,61265.58275,214130.675
